radius (kpc),circ velocity (km/s),circ velocity error (km/s)
1.338028169014085,52.7120167815403,2.84
2.211267605633803,52.402357406852445,10.6
3.112676056338029,66.97632604135451,12.8
3.985915492957746,87.23404255319149,22.
4.887323943661971,97.19808210967936,9.23
5.76056338028169,86.95934472080711,12.4
6.64788732394366,100.82908800319647,13.2
7.394366197183098,104.11047847367894,11.4
8.859154929577464,106.07331934871641,10.6
