radius (kpc),circ velocity (km/s),circ velocity error (km/s)
0.2,10.547550432276651,4.9
0.7,24.38040345821325,5.2
1.2,38.731988472622476,5.2
1.8,42.88184438040345,8.
2.5,40.80691642651296,4.8
3.2,58.27089337175792,6.5
3.6,54.81268011527377,5.
3.9,51.873198847262245,7.4
4.,56.88760806916426,5.2
4.6,59.827089337175785,6.
4.65,62.593659942363104,2.2
5.3,61.90201729106627,4.3
5.6,64.32276657060518,5.4
6.2,66.91642651296829,5.5
6.7,69.85590778097982,5.4
